UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
107619,1,R,1725,R,221,R,771,R,733
107619,2,R,1725,R,221,R,771,R,733
107619,3,R,792,R,138,R,536,R,118
107619,11,R,933,R,83,R,235,R,615
107637,1,R,1365,R,497,R,490,R,378
107637,2,R,1365,R,497,R,490,R,378
107637,3,R,1257,R,488,R,477,R,292
107637,11,R,108,R,9,R,13,R,86
107655,1,R,50,A,,A,,R,50
107655,2,R,50,A,,A,,R,50
107655,3,R,50,A,,A,,R,50
107664,1,R,6678,R,3673,R,1572,R,1433
107664,2,R,6678,R,3673,R,1572,R,1433
107664,3,R,5396,R,2795,R,1531,R,1070
107664,11,R,1282,R,878,R,41,R,363
107725,1,R,1639,R,406,R,519,R,714
107725,2,R,1639,R,406,R,519,R,714
107725,3,R,943,R,255,R,337,R,351
107725,11,R,696,R,151,R,182,R,363
107743,1,R,872,R,173,R,463,R,236
107743,2,R,872,R,173,R,463,R,236
107743,3,R,572,R,77,R,361,R,134
107743,11,R,300,R,96,R,102,R,102
107789,1,R,156,A,,A,,R,156
107789,2,R,156,A,,A,,R,156
107789,3,R,156,A,,A,,R,156
107831,1,R,88,A,,A,,R,88
107831,2,R,88,A,,A,,R,88
107831,3,R,88,A,,A,,R,88
107840,1,R,583,R,12,R,85,R,486
107840,2,R,583,R,12,R,85,R,486
107840,3,R,583,R,12,R,85,R,486
107877,1,R,536,R,28,R,296,R,212
107877,2,R,508,R,0,R,296,R,212
107877,3,R,504,R,0,R,296,R,208
107877,11,R,4,R,0,R,0,R,4
107877,12,R,28,R,28,R,0,R,0
107974,1,R,1678,R,630,R,606,R,442
107974,2,R,1678,R,630,R,606,R,442
107974,3,R,1352,R,597,R,540,R,215
107974,11,R,326,R,33,R,66,R,227
107983,1,R,5979,R,1921,R,3521,R,537
107983,2,R,3502,R,661,R,2351,R,490
107983,3,R,3082,R,432,R,2251,R,399
107983,11,R,420,R,229,R,100,R,91
107983,12,R,2477,R,1260,R,1170,R,47
107992,1,R,1435,R,293,R,420,R,722
107992,2,R,1435,R,293,R,420,R,722
107992,3,R,1085,R,270,R,370,R,445
107992,11,R,350,R,23,R,50,R,277
108065,1,R,19,A,,A,,R,19
108065,2,R,19,A,,A,,R,19
108065,3,R,19,A,,A,,R,19
108092,1,R,6139,R,1136,R,3402,R,1601
108092,2,R,6089,R,1086,R,3402,R,1601
108092,3,R,4620,R,944,R,3242,R,434
108092,11,R,1469,R,142,R,160,R,1167
108092,12,R,50,R,50,R,0,R,0
108232,1,R,8463,R,5133,R,2551,R,779
108232,2,R,5662,R,3432,R,1782,R,448
108232,3,R,5544,R,3334,R,1776,R,434
108232,11,R,118,R,98,R,6,R,14
108232,12,R,2801,R,1701,R,769,R,331
108269,1,R,137,R,0,R,137,R,0
108269,12,R,137,R,0,R,137,R,0
108667,1,R,10376,R,7680,R,1519,R,1177
108667,2,R,10376,R,7680,R,1519,R,1177
108667,3,R,7741,R,5811,R,1223,R,707
108667,11,R,2635,R,1869,R,296,R,470
108807,1,R,16308,R,2320,R,4896,R,9092
108807,2,R,16308,R,2320,R,4896,R,9092
108807,3,R,10830,R,1835,R,4484,R,4511
108807,11,R,5478,R,485,R,412,R,4581
108852,1,R,181,A,,A,,R,181
108852,2,R,181,A,,A,,R,181
108852,3,R,181,A,,A,,R,181
108861,1,R,214,Z,0,R,169,R,45
108861,2,R,95,Z,0,R,58,R,37
108861,3,R,94,Z,0,R,58,R,36
108861,11,R,1,Z,0,R,0,R,1
108861,12,R,119,Z,0,R,111,R,8
108870,1,R,448,R,0,R,0,R,448
108870,12,R,448,R,0,R,0,R,448
108977,1,R,483,A,,A,,R,483
108977,2,R,483,A,,A,,R,483
108977,3,R,483,A,,A,,R,483
109040,1,R,3302,R,0,R,603,R,2699
109040,2,R,3302,R,0,R,603,R,2699
109040,3,R,3302,R,0,R,603,R,2699
109208,1,R,47377,R,21269,R,10428,R,15680
109208,2,R,47377,R,21269,R,10428,R,15680
109208,3,R,40175,R,16633,R,9902,R,13640
109208,11,R,7202,R,4636,R,526,R,2040
109350,1,R,17155,R,4017,R,7275,R,5863
109350,2,R,17155,R,4017,R,7275,R,5863
109350,3,R,14569,R,3155,R,6775,R,4639
109350,11,R,2586,R,862,R,500,R,1224
109651,1,R,2923,R,55,R,2188,R,680
109651,2,R,2582,R,12,R,2040,R,530
109651,3,R,2545,R,11,R,2033,R,501
109651,11,R,37,R,1,R,7,R,29
109651,12,R,341,R,43,R,148,R,150
109721,1,R,436,A,,A,,R,436
109721,2,R,436,A,,A,,R,436
109721,3,R,436,A,,A,,R,436
109785,1,R,7906,R,2042,R,3075,R,2789
109785,2,R,3378,R,499,R,1433,R,1446
109785,3,R,3378,R,499,R,1433,R,1446
109785,12,R,4528,R,1543,R,1642,R,1343
109819,1,R,45178,R,12022,R,14529,R,18627
109819,2,R,45178,R,12022,R,14529,R,18627
109819,3,R,25031,R,8206,R,8821,R,8004
109819,11,R,20147,R,3816,R,5708,R,10623
109907,1,R,5085,R,4221,R,674,R,190
109907,2,R,5085,R,4221,R,674,R,190
109907,3,R,4279,R,3469,R,651,R,159
109907,11,R,806,R,752,R,23,R,31
109934,1,R,673,R,0,R,84,R,589
109934,2,R,673,R,0,R,84,R,589
109934,3,R,673,R,0,R,84,R,589
110060,1,R,352,R,70,R,257,R,25
110060,2,R,268,R,57,R,201,R,10
110060,3,R,266,R,56,R,200,R,10
110060,11,R,2,R,1,R,1,R,0
110060,12,R,84,R,13,R,56,R,15
110097,1,R,5846,R,1350,R,1583,R,2913
110097,2,R,3625,R,323,R,1237,R,2065
110097,3,R,3562,R,320,R,1237,R,2005
110097,11,R,63,R,3,Z,0,R,60
110097,12,R,2221,R,1027,R,346,R,848
110194,1,R,471,A,,A,,R,471
110194,2,R,471,A,,A,,R,471
110194,3,R,471,A,,A,,R,471
110219,1,R,3999,R,3999,Z,0,R,0
110219,2,R,3982,R,3982,Z,0,R,0
110219,3,R,3967,R,3967,Z,0,R,0
110219,11,R,15,R,15,Z,0,R,0
110219,12,R,17,R,17,Z,0,R,0
110246,1,R,13048,R,3489,R,5465,R,4094
110246,2,R,13048,R,3489,R,5465,R,4094
110246,3,R,10933,R,3110,R,5274,R,2549
110246,11,R,2115,R,379,R,191,R,1545
110316,1,R,2402,R,944,R,987,R,471
110316,2,R,96,R,89,R,7,R,0
110316,3,R,96,R,89,R,7,R,0
110316,12,R,2306,R,855,R,980,R,471
110334,1,R,14569,R,3218,R,4826,R,6525
110334,2,R,14569,R,3218,R,4826,R,6525
110334,3,R,11671,R,2564,R,4523,R,4584
110334,11,R,2898,R,654,R,303,R,1941
110361,1,R,13806,R,3730,R,6375,R,3701
110361,2,R,9549,R,2505,R,5101,R,1943
110361,3,R,9025,R,2036,R,5100,R,1889
110361,11,R,524,R,469,R,1,R,54
110361,12,R,4257,R,1225,R,1274,R,1758
110370,1,R,1632,R,13,R,116,R,1503
110370,2,R,1235,R,13,R,68,R,1154
110370,3,R,1092,R,5,R,68,R,1019
110370,11,R,143,R,8,Z,0,R,135
110370,12,R,397,Z,0,R,48,R,349
110398,1,R,1235,R,55,R,626,R,554
110398,12,R,1235,R,55,R,626,R,554
110404,1,R,2548,A,,A,,R,2548
110404,2,R,1044,A,,A,,R,1044
110404,3,R,1044,A,,A,,R,1044
110404,12,R,1504,A,,A,,R,1504
110413,1,R,3925,R,297,R,1260,R,2368
110413,2,R,2560,R,47,R,744,R,1769
110413,3,R,2542,R,45,R,741,R,1756
110413,11,R,18,R,2,R,3,R,13
110413,12,R,1365,R,250,R,516,R,599
110422,1,R,23829,R,267,R,17572,R,5990
110422,2,R,22726,R,225,R,17267,R,5234
110422,3,R,22678,R,225,R,17253,R,5200
110422,11,R,48,R,0,R,14,R,34
110422,12,R,1103,R,42,R,305,R,756
110468,1,R,5576,R,3914,R,959,R,703
110468,2,R,664,R,656,R,8,R,0
110468,3,R,664,R,656,R,8,R,0
110468,12,R,4912,R,3258,R,951,R,703
110486,1,R,11993,R,1603,R,7788,R,2602
110486,2,R,10231,R,1095,R,7067,R,2069
110486,3,R,9340,R,1031,R,7063,R,1246
110486,11,R,891,R,64,R,4,R,823
110486,12,R,1762,R,508,R,721,R,533
110495,1,R,11300,R,1431,R,8038,R,1831
110495,2,R,9924,R,1144,R,7342,R,1438
110495,3,R,9718,R,1066,R,7340,R,1312
110495,11,R,206,R,78,R,2,R,126
110495,12,R,1376,R,287,R,696,R,393
110510,1,R,21236,R,2267,R,16185,R,2784
110510,2,R,17912,R,1755,R,14125,R,2032
110510,3,R,17502,R,1658,R,14101,R,1743
110510,11,R,410,R,97,R,24,R,289
110510,12,R,3324,R,512,R,2060,R,752
110529,1,R,29319,R,1222,R,21405,R,6692
110529,2,R,26537,R,1073,R,20332,R,5132
110529,3,R,26158,R,898,R,20317,R,4943
110529,11,R,379,R,175,R,15,R,189
110529,12,R,2782,R,149,R,1073,R,1560
110538,1,R,15936,R,2588,R,11111,R,2237
110538,2,R,14372,R,2123,R,10401,R,1848
110538,3,R,14136,R,1964,R,10376,R,1796
110538,11,R,236,R,159,R,25,R,52
110538,12,R,1564,R,465,R,710,R,389
110547,1,R,17196,R,2201,R,10494,R,4501
110547,2,R,14280,R,1338,R,9692,R,3250
110547,3,R,14117,R,1225,R,9683,R,3209
110547,11,R,163,R,113,R,9,R,41
110547,12,R,2916,R,863,R,802,R,1251
110556,1,R,26013,R,703,R,16624,R,8686
110556,2,R,23193,R,585,R,15288,R,7320
110556,3,R,22762,R,559,R,15264,R,6939
110556,11,R,431,R,26,R,24,R,381
110556,12,R,2820,R,118,R,1336,R,1366
110565,1,R,46633,R,4096,R,30748,R,11789
110565,2,R,41134,R,3221,R,28852,R,9061
110565,3,R,40827,R,2976,R,28850,R,9001
110565,11,R,307,R,245,R,2,R,60
110565,12,R,5499,R,875,R,1896,R,2728
110574,1,R,15103,R,4889,R,8422,R,1792
110574,2,R,12028,R,4020,R,7078,R,930
110574,3,R,11788,R,3795,R,7067,R,926
110574,11,R,240,R,225,R,11,R,4
110574,12,R,3075,R,869,R,1344,R,862
110583,1,R,44099,R,2398,R,27955,R,13746
110583,2,R,37273,R,1431,R,25376,R,10466
110583,3,R,37072,R,1370,R,25351,R,10351
110583,11,R,201,R,61,R,25,R,115
110583,12,R,6826,R,967,R,2579,R,3280
110592,1,R,27493,R,1057,R,17129,R,9307
110592,2,R,23458,R,956,R,15821,R,6681
110592,3,R,23326,R,886,R,15814,R,6626
110592,11,R,132,R,70,R,7,R,55
110592,12,R,4035,R,101,R,1308,R,2626
110608,1,R,42018,R,3451,R,28045,R,10522
110608,2,R,35820,R,2098,R,26163,R,7559
110608,3,R,35681,R,2053,R,26107,R,7521
110608,11,R,139,R,45,R,56,R,38
110608,12,R,6198,R,1353,R,1882,R,2963
110617,1,R,36908,R,2896,R,23138,R,10874
110617,2,R,33342,R,2254,R,21852,R,9236
110617,3,R,31469,R,1931,R,21806,R,7732
110617,11,R,1873,R,323,R,46,R,1504
110617,12,R,3566,R,642,R,1286,R,1638
110635,1,R,48556,R,2458,R,17233,R,28865
110635,2,R,34828,R,395,R,14758,R,19675
110635,3,R,34782,R,376,R,14753,R,19653
110635,11,R,46,R,19,R,5,R,22
110635,12,R,13728,R,2063,R,2475,R,9190
110644,1,R,41916,R,324,R,9307,R,32285
110644,2,R,33618,R,146,R,8347,R,25125
110644,3,R,33555,R,144,R,8339,R,25072
110644,11,R,63,R,2,R,8,R,53
110644,12,R,8298,R,178,R,960,R,7160
110653,1,R,38546,R,802,R,21729,R,16015
110653,2,R,30893,R,537,R,21090,R,9266
110653,3,R,30883,R,537,R,21090,R,9256
110653,11,R,10,R,0,R,0,R,10
110653,12,R,7653,R,265,R,639,R,6749
110662,1,R,49388,R,1426,R,17010,R,30952
110662,2,R,34998,R,663,R,15414,R,18921
110662,3,R,34997,R,663,R,15414,R,18920
110662,11,R,1,R,0,R,0,R,1
110662,12,R,14390,R,763,R,1596,R,12031
110671,1,R,28335,R,285,R,9835,R,18215
110671,2,R,24342,R,144,R,9588,R,14610
110671,3,R,24289,R,140,R,9585,R,14564
110671,11,R,53,R,4,R,3,R,46
110671,12,R,3993,R,141,R,247,R,3605
110680,1,R,44416,R,505,R,15285,R,28626
110680,2,R,35563,R,366,R,14645,R,20552
110680,3,R,35555,R,366,R,14641,R,20548
110680,11,R,8,R,0,R,4,R,4
110680,12,R,8853,R,139,R,640,R,8074
110699,1,R,3184,R,0,R,1441,R,1743
110699,12,R,3184,R,0,R,1441,R,1743
110705,1,R,27662,R,270,R,7526,R,19866
110705,2,R,24660,R,270,R,7268,R,17122
110705,3,R,24593,R,267,R,7265,R,17061
110705,11,R,67,R,3,R,3,R,61
110705,12,R,3002,R,0,R,258,R,2744
110714,1,R,21313,R,460,R,14199,R,6654
110714,2,R,19258,R,413,R,14090,R,4755
110714,3,R,19258,R,413,R,14090,R,4755
110714,12,R,2055,R,47,R,109,R,1899
110778,1,R,1307,R,0,R,1010,R,297
110778,2,R,8,R,0,R,8,R,0
110778,3,R,8,R,0,R,8,R,0
110778,12,R,1299,R,0,R,1002,R,297
110875,1,R,127,A,,A,,R,127
110875,2,R,127,A,,A,,R,127
110875,3,R,127,A,,A,,R,127
111045,1,R,119,R,12,R,94,R,13
111045,2,R,34,R,2,R,20,R,12
111045,3,R,25,R,2,R,20,R,3
111045,11,R,9,R,0,R,0,R,9
111045,12,R,85,R,10,R,74,R,1
111054,1,R,176,A,,A,,R,176
111054,2,R,176,A,,A,,R,176
111054,3,R,176,A,,A,,R,176
111081,1,R,1386,A,,A,,R,1386
111081,2,R,947,A,,A,,R,947
111081,3,R,927,A,,A,,R,927
111081,11,R,20,A,,A,,R,20
111081,12,R,439,A,,A,,R,439
111188,1,R,924,R,47,R,257,R,620
111188,2,R,878,R,1,R,257,R,620
111188,3,R,878,R,1,R,257,R,620
111188,12,R,46,R,46,R,0,R,0
111391,1,R,674,R,8,R,510,R,156
111391,12,R,674,R,8,R,510,R,156
111434,1,R,10971,R,492,R,1060,R,9419
111434,2,R,10971,R,492,R,1060,R,9419
111434,3,R,8428,R,397,R,1002,R,7029
111434,11,R,2543,R,95,R,58,R,2390
111461,1,R,31952,R,11345,R,11795,R,8812
111461,2,R,31952,R,11345,R,11795,R,8812
111461,3,R,28128,R,8847,R,11225,R,8056
111461,11,R,3824,R,2498,R,570,R,756
111513,1,R,395,A,,A,,R,395
111513,2,R,395,A,,A,,R,395
111513,3,R,395,A,,A,,R,395
111638,1,R,832,R,11,R,821,R,0
111638,2,R,832,R,11,R,821,R,0
111638,3,R,832,R,11,R,821,R,0
111708,1,R,349,A,,A,,R,349
111708,2,R,349,A,,A,,R,349
111708,3,R,349,A,,A,,R,349
111717,1,R,335,A,,A,,R,335
111717,2,R,335,A,,A,,R,335
111717,3,R,335,A,,A,,R,335
111726,1,R,256,A,,A,,R,256
111726,2,R,256,A,,A,,R,256
111726,3,R,256,A,,A,,R,256
111744,1,R,289,A,,A,,R,289
111744,2,R,289,A,,A,,R,289
111744,3,R,289,A,,A,,R,289
111762,1,R,241,A,,A,,R,241
111762,2,R,241,A,,A,,R,241
111762,3,R,241,A,,A,,R,241
111799,1,R,306,A,,A,,R,306
111799,2,R,306,A,,A,,R,306
111799,3,R,306,A,,A,,R,306
111887,1,R,30699,R,11537,R,11353,R,7809
111887,2,R,30699,R,11537,R,11353,R,7809
111887,3,R,26311,R,9484,R,10713,R,6114
111887,11,R,4388,R,2053,R,640,R,1695
111896,1,R,9239,R,5039,R,1277,R,2923
111896,2,R,9239,R,5039,R,1277,R,2923
111896,3,R,6093,R,3741,R,739,R,1613
111896,11,R,3146,R,1298,R,538,R,1310
111920,1,R,18536,R,7830,R,5869,R,4837
111920,2,R,18536,R,7830,R,5869,R,4837
111920,3,R,15972,R,6198,R,5667,R,4107
111920,11,R,2564,R,1632,R,202,R,730
111939,1,R,32265,R,18637,R,10147,R,3481
111939,2,R,32265,R,18637,R,10147,R,3481
111939,3,R,23951,R,11898,R,9563,R,2490
111939,11,R,8314,R,6739,R,584,R,991
111948,1,R,10474,R,0,R,113,R,10361
111948,2,R,8182,R,0,R,40,R,8142
111948,3,R,7924,R,0,R,40,R,7884
111948,11,R,258,R,0,R,0,R,258
111948,12,R,2292,R,0,R,73,R,2219
111966,1,R,1107,Z,0,R,821,R,286
111966,2,R,340,Z,0,R,197,R,143
111966,3,R,337,Z,0,R,195,R,142
111966,11,R,3,Z,0,R,2,R,1
111966,12,R,767,Z,0,R,624,R,143
112075,1,R,4913,R,2383,R,1101,R,1429
112075,2,R,1834,R,54,R,598,R,1182
112075,3,R,1818,R,51,R,597,R,1170
112075,11,R,16,R,3,R,1,R,12
112075,12,R,3079,R,2329,R,503,R,247
112084,1,R,150,R,74,R,63,R,13
112084,2,R,125,R,53,R,62,R,10
112084,3,R,122,R,52,R,61,R,9
112084,11,R,3,R,1,R,1,R,1
112084,12,R,25,R,21,R,1,R,3
112127,1,R,72,R,10,R,62,R,0
112127,12,R,72,R,10,R,62,R,0
112172,1,R,14780,R,5081,R,5638,R,4061
112172,2,R,14780,R,5081,R,5638,R,4061
112172,3,R,12156,R,4518,R,5444,R,2194
112172,11,R,2624,R,563,R,194,R,1867
112181,1,R,188,A,,A,,R,188
112181,2,R,188,A,,A,,R,188
112181,3,R,188,A,,A,,R,188
112190,1,R,26918,R,5897,R,10155,R,10866
112190,2,R,26918,R,5897,R,10155,R,10866
112190,3,R,24031,R,5005,R,9867,R,9159
112190,11,R,2887,R,892,R,288,R,1707
112251,1,R,1967,R,158,R,1150,R,659
112251,12,R,1967,R,158,R,1150,R,659
112260,1,R,1419,A,,A,,R,1419
112260,2,R,1416,A,,A,,R,1416
112260,3,R,1414,A,,A,,R,1414
112260,11,R,2,A,,A,,R,2
112260,12,R,3,A,,A,,R,3
112288,1,R,1163,A,,A,,R,1163
112288,2,R,1163,A,,A,,R,1163
112288,3,R,1163,A,,A,,R,1163
112367,1,R,691,A,,A,,R,691
112367,2,R,691,A,,A,,R,691
112367,3,R,691,A,,A,,R,691
112385,1,R,16323,R,14924,R,663,R,736
112385,2,R,16323,R,14924,R,663,R,736
112385,3,R,13543,R,12756,R,552,R,235
112385,11,R,2780,R,2168,R,111,R,501
112394,1,R,621,R,269,R,334,R,18
112394,2,R,598,R,246,R,334,R,18
112394,3,R,598,R,246,R,334,R,18
112394,12,R,23,R,23,R,0,R,0
112455,1,R,193,A,,A,,R,193
112455,2,R,193,A,,A,,R,193
112455,3,R,193,A,,A,,R,193
112525,1,R,3760,R,4,R,2,R,3754
112525,12,R,3760,R,4,R,2,R,3754
112561,1,R,3653,R,1380,R,1611,R,662
112561,2,R,3653,R,1380,R,1611,R,662
112561,3,R,2722,R,901,R,1434,R,387
112561,11,R,931,R,479,R,177,R,275
112570,1,R,164,R,0,R,14,R,150
112570,2,R,164,R,0,R,14,R,150
112570,3,R,164,R,0,R,14,R,150
112686,1,R,7164,R,2304,R,2295,R,2565
112686,2,R,7164,R,2304,R,2295,R,2565
112686,3,R,4665,R,2038,R,1787,R,840
112686,11,R,2499,R,266,R,508,R,1725
112826,1,R,9621,R,4945,R,3002,R,1674
112826,2,R,9621,R,4945,R,3002,R,1674
112826,3,R,7598,R,3797,R,2756,R,1045
112826,11,R,2023,R,1148,R,246,R,629
113096,1,R,23132,R,13135,R,6965,R,3032
113096,2,R,23132,R,13135,R,6965,R,3032
113096,3,R,20646,R,11487,R,6726,R,2433
113096,11,R,2486,R,1648,R,239,R,599
113111,1,R,9263,R,3424,R,3237,R,2602
113111,2,R,9263,R,3424,R,3237,R,2602
113111,3,R,7740,R,2792,R,3084,R,1864
113111,11,R,1523,R,632,R,153,R,738
113193,1,R,14945,R,5083,R,5222,R,4640
113193,2,R,14945,R,5083,R,5222,R,4640
113193,3,R,9625,R,3462,R,4310,R,1853
113193,11,R,5320,R,1621,R,912,R,2787
113218,1,R,13482,R,7267,R,3748,R,2467
113218,2,R,13482,R,7267,R,3748,R,2467
113218,3,R,10716,R,5693,R,3429,R,1594
113218,11,R,2766,R,1574,R,319,R,873
113236,1,R,20211,R,5772,R,8984,R,5455
113236,2,R,20211,R,5772,R,8984,R,5455
113236,3,R,17373,R,4610,R,8631,R,4132
113236,11,R,2838,R,1162,R,353,R,1323
113333,1,R,28620,R,14780,R,10989,R,2851
113333,2,R,28620,R,14780,R,10989,R,2851
113333,3,R,24129,R,11409,R,10515,R,2205
113333,11,R,4491,R,3371,R,474,R,646
113449,1,R,279,R,0,R,60,R,219
113449,2,R,279,R,0,R,60,R,219
113449,3,R,279,R,0,R,60,R,219
113573,1,R,15931,R,5425,R,6013,R,4493
113573,2,R,15931,R,5425,R,6013,R,4493
113573,3,R,12609,R,4183,R,5750,R,2676
113573,11,R,3322,R,1242,R,263,R,1817
113582,1,R,128,R,5,R,113,R,10
113582,2,R,105,R,0,R,96,R,9
113582,3,R,105,R,0,R,96,R,9
113582,12,R,23,R,5,R,17,R,1
113616,1,R,45,R,0,R,0,R,45
113616,2,R,26,R,0,R,0,R,26
113616,3,R,26,R,0,R,0,R,26
113616,12,R,19,R,0,R,0,R,19
113634,1,R,24627,R,9901,R,10044,R,4682
113634,2,R,24627,R,9901,R,10044,R,4682
113634,3,R,21016,R,7521,R,9624,R,3871
113634,11,R,3611,R,2380,R,420,R,811
113698,1,R,2413,Z,0,R,810,R,1603
113698,2,R,1287,Z,0,R,375,R,912
113698,3,R,1247,Z,0,R,375,R,872
113698,11,R,40,Z,0,Z,0,R,40
113698,12,R,1126,Z,0,R,435,R,691
113704,1,R,67,R,0,R,26,R,41
113704,12,R,67,R,0,R,26,R,41
113856,1,R,58027,R,25144,R,10160,R,22723
113856,2,R,58027,R,25144,R,10160,R,22723
113856,3,R,46845,R,16564,R,9420,R,20861
113856,11,R,11182,R,8580,R,740,R,1862
113980,1,R,32070,R,10389,R,13159,R,8522
113980,2,R,32070,R,10389,R,13159,R,8522
113980,3,R,27948,R,8583,R,12200,R,7165
113980,11,R,4122,R,1806,R,959,R,1357
114114,1,R,208,A,,A,,R,208
114114,12,R,208,A,,A,,R,208
114266,1,R,15212,R,6972,R,4724,R,3516
114266,2,R,15212,R,6972,R,4724,R,3516
114266,3,R,12280,R,5516,R,4294,R,2470
114266,11,R,2932,R,1456,R,430,R,1046
114354,1,R,1550,R,19,R,1147,R,384
114354,2,R,1496,R,19,R,1102,R,375
114354,3,R,1496,R,19,R,1102,R,375
114354,12,R,54,Z,0,R,45,R,9
114433,1,R,2878,R,1638,R,531,R,709
114433,2,R,2878,R,1638,R,531,R,709
114433,3,R,2598,R,1520,R,505,R,573
114433,11,R,280,R,118,R,26,R,136
114460,1,R,395,A,,A,,R,395
114460,2,R,395,A,,A,,R,395
114460,3,R,395,A,,A,,R,395
114549,1,R,1303,R,920,R,383,R,0
114549,12,R,1303,R,920,R,383,R,0
114585,1,R,360,R,40,R,320,R,0
114585,12,R,360,R,40,R,320,R,0
114637,1,R,94,A,,A,,R,94
114637,2,R,94,A,,A,,R,94
114637,3,R,94,A,,A,,R,94
114716,1,R,24501,R,13708,R,5300,R,5493
114716,2,R,24501,R,13708,R,5300,R,5493
114716,3,R,19950,R,11359,R,4758,R,3833
114716,11,R,4551,R,2349,R,542,R,1660
114734,1,R,98,R,57,R,1,R,40
114734,12,R,98,R,57,R,1,R,40
114761,1,R,117,A,,A,,R,117
114761,2,R,117,A,,A,,R,117
114761,3,R,117,A,,A,,R,117
114789,1,R,38808,R,11903,R,12186,R,14719
114789,2,R,38808,R,11903,R,12186,R,14719
114789,3,R,28799,R,9305,R,9584,R,9910
114789,11,R,10009,R,2598,R,2602,R,4809
114813,1,R,3531,R,669,R,2282,R,580
114813,2,R,1909,R,441,R,1224,R,244
114813,3,R,1905,R,441,R,1224,R,240
114813,11,R,4,R,0,R,0,R,4
114813,12,R,1622,R,228,R,1058,R,336
114840,1,R,2701,R,1415,R,944,R,342
114840,12,R,2701,R,1415,R,944,R,342
114859,1,R,26864,R,9831,R,10823,R,6210
114859,2,R,26864,R,9831,R,10823,R,6210
114859,3,R,23476,R,7805,R,10502,R,5169
114859,11,R,3388,R,2026,R,321,R,1041
114938,1,R,9204,R,2390,R,2746,R,4068
114938,2,R,9204,R,2390,R,2746,R,4068
114938,3,R,7660,R,1910,R,2433,R,3317
114938,11,R,1544,R,480,R,313,R,751
114947,1,R,250,A,,A,,R,250
114947,2,R,250,A,,A,,R,250
114947,3,R,250,A,,A,,R,250
115001,1,R,16366,R,5235,R,7499,R,3632
115001,2,R,16366,R,5235,R,7499,R,3632
115001,3,R,14047,R,4029,R,7029,R,2989
115001,11,R,2319,R,1206,R,470,R,643
115010,1,R,1240,Z,0,R,1240,R,0
115010,2,R,1240,Z,0,R,1240,R,0
115010,3,R,1240,Z,0,R,1240,R,0
115083,1,R,5866,R,3427,R,2438,R,1
115083,2,R,1291,R,750,R,540,R,1
115083,3,R,1158,R,715,R,443,R,0
115083,11,R,133,R,35,R,97,R,1
115083,12,R,4575,R,2677,R,1898,R,0
115126,1,R,17968,R,9048,R,5303,R,3617
115126,2,R,17968,R,9048,R,5303,R,3617
115126,3,R,14747,R,7006,R,4951,R,2790
115126,11,R,3221,R,2042,R,352,R,827
115214,1,R,188,R,40,R,34,R,114
115214,12,R,188,R,40,R,34,R,114
115296,1,R,19622,R,7618,R,7072,R,4932
115296,2,R,19622,R,7618,R,7072,R,4932
115296,3,R,16284,R,6330,R,6733,R,3221
115296,11,R,3338,R,1288,R,339,R,1711
115357,1,R,287,A,,A,,R,287
115357,2,R,287,A,,A,,R,287
115357,3,R,287,A,,A,,R,287
115393,1,R,14561,R,2342,R,5701,R,6518
115393,2,R,14561,R,2342,R,5701,R,6518
115393,3,R,12597,R,1916,R,5398,R,5283
115393,11,R,1964,R,426,R,303,R,1235
115409,1,R,1016,A,,A,,R,1016
115409,2,R,1016,A,,A,,R,1016
115409,3,R,921,A,,A,,R,921
115409,11,R,95,A,,A,,R,95
115658,1,R,115,A,,A,,R,115
115658,2,R,115,A,,A,,R,115
115658,3,R,115,A,,A,,R,115
115746,1,R,956,A,,A,,R,956
115746,12,R,956,A,,A,,R,956
115755,1,R,6780,R,748,R,4750,R,1282
115755,2,R,6136,R,633,R,4433,R,1070
115755,3,R,5980,R,481,R,4431,R,1068
115755,11,R,156,R,152,R,2,R,2
115755,12,R,644,R,115,R,317,R,212
115773,1,R,897,R,563,Z,0,R,334
115773,2,R,254,R,254,Z,0,R,0
115773,3,R,222,R,222,Z,0,R,0
115773,11,R,32,R,32,Z,0,R,0
115773,12,R,643,R,309,Z,0,R,334
115861,1,R,11097,R,2832,R,6165,R,2100
115861,2,R,11097,R,2832,R,6165,R,2100
115861,3,R,9260,R,1668,R,5885,R,1707
115861,11,R,1837,R,1164,R,280,R,393
115931,1,R,1139,R,0,R,61,R,1078
115931,2,R,1139,R,0,R,61,R,1078
115931,3,R,1139,R,0,R,61,R,1078
116226,1,R,146,A,,A,,R,146
116226,2,R,141,A,,A,,R,141
116226,3,R,141,A,,A,,R,141
116226,12,R,5,A,,A,,R,5
116439,1,R,17862,R,7310,R,7836,R,2716
116439,2,R,17862,R,7310,R,7836,R,2716
116439,3,R,13882,R,4580,R,7159,R,2143
116439,11,R,3980,R,2730,R,677,R,573
116563,1,R,318,Z,0,R,40,R,278
116563,2,R,318,Z,0,R,40,R,278
116563,3,R,318,Z,0,R,40,R,278
116846,1,R,244,R,167,R,3,R,74
116846,2,R,151,R,119,Z,0,R,32
116846,3,R,28,R,28,Z,0,R,0
116846,11,R,123,R,91,Z,0,R,32
116846,12,R,93,R,48,R,3,R,42
